PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Bok choy,1.42,36.6,51.97
Orange,1.09,4.7,5.12
Okra,2.26,3.6,8.14
Bananas,0.86,15.600000000000001,13.42
Brussels sprouts,1.65,31.1,51.32
Green cabbage,0.8,26.1,20.88
Orange,1.09,39.1,42.62
Celery,3.07,0.7000000000000001,2.15
Brussels sprouts,1.65,39.800000000000004,65.67
Bananas,0.86,1.6,1.38
Garlic,1.19,35,41.65
Green cabbage,0.8,40,32
Apricots,3.71,0.6000000000000001,2.23
Bananas,0.86,3.1,2.67
Carrots,1.26,4.3,5.42
Strawberries,4.4,5.9,25.96
Orange,1.09,9.3,10.14
Asparagus,2.49,33.6,83.66
Bok choy,1.42,39,55.38
Green beans,2.52,19.1,48.13
Okra,2.26,4.800000000000001,10.85
Orange,1.09,24.700000000000003,26.92
Red onion,0.78,21.700000000000003,16.93
Garlic,1.19,30.6,36.41
Butternut squash,1.28,21.900000000000002,28.03
Watermelon,0.66,35.6,23.5
Eggplant,2.32,8.3,19.26
Avocados,3.23,38.5,124.36
Green cabbage,0.8,4.1000000000000005,3.28
Cherries,9.5,37.1,352.45
Apricots,3.71,2.3000000000000003,8.53
Fava beans,2.69,10.700000000000001,28.78
Potatoes,0.86,6.9,5.93
Carrots,1.26,37.300000000000004,47
Avocados,3.23,27.6,89.15
Potatoes,0.86,25.1,21.59
Carrots,1.26,24,30.24
Grapefruit,0.76,12.100000000000001,9.2
Red onion,0.78,18.8,14.66
Ginger,5.13,27.5,141.08
Lettuce,1.88,2.5,4.7
Potatoes,0.86,6.5,5.59
Apricots,3.71,15.100000000000001,56.02
Green cabbage,0.8,2.3000000000000003,1.84
Daikon,1.4,26.700000000000003,37.38
Potatoes,0.86,36.6,31.48
Green cabbage,0.8,19.6,15.68
Potatoes,0.86,20,17.2
Red onion,0.78,5.4,4.21
Lemon,1.29,38.400000000000006,49.54
Bok choy,1.42,23.400000000000002,33.23
Ginger,5.13,9.9,50.79
Grapes,2.63,9,23.67
Green peppers,1.89,0.5,0.95
Bananas,0.86,38.800000000000004,33.37
Coconuts,1.18,30.400000000000002,35.87
Lettuce,1.88,38.800000000000004,72.94
Carrots,1.26,31.8,40.07
Lettuce,1.88,18,33.84
Coconuts,1.18,22.1,26.08
Green beans,2.52,26.700000000000003,67.28
Yellow peppers,2.87,16.1,46.21
Bananas,0.86,25.5,21.93
Spinach,4.12,7.2,29.66
Garlic,1.19,3.8000000000000003,4.52
Coconuts,1.18,30.1,35.52
Parsnips,2.27,14.9,33.82
Watermelon,0.66,24.1,15.91
Daikon,1.4,10.100000000000001,14.14
Daikon,1.4,3.9000000000000004,5.46
Coconuts,1.18,35.300000000000004,41.65
Red onion,0.78,14.3,11.15
Avocados,3.23,12.100000000000001,39.08
Watermelon,0.66,27.900000000000002,18.41
Eggplant,2.32,22.8,52.9
Eggplant,2.32,27.700000000000003,64.26
Green peppers,1.89,14.4,27.22
Grapefruit,0.76,38.800000000000004,29.49
Green peppers,1.89,19.400000000000002,36.67
Lime,1.06,18.2,19.29
Apples,1.88,6,11.28
Orange,1.09,24.700000000000003,26.92
Eggplant,2.32,1.1,2.55
Green cabbage,0.8,3.8000000000000003,3.04
Bok choy,1.42,5.800000000000001,8.24
Green cabbage,0.8,34.7,27.76
Eggplant,2.32,12.8,29.7
Fava beans,2.69,2,5.38
Green beans,2.52,9.8,24.7
Strawberries,4.4,11.3,49.72
Fava beans,2.69,28,75.32
Coconuts,1.18,37,43.66
Kale,5.02,38.400000000000006,192.77
Tomatoes,3.16,23.400000000000002,73.94
Apples,1.88,1.3,2.44
Grapes,2.63,30.8,81
Butternut squash,1.28,11,14.08
Bok choy,1.42,3.6,5.11
Lettuce,1.88,8.700000000000001,16.36
Celery,3.07,11,33.77
Carrots,1.26,38.7,48.76
Red onion,0.78,34.1,26.6
Bananas,0.86,39.300000000000004,33.8
Green peppers,1.89,18.7,35.34
Tomatoes,3.16,30.5,96.38
Carrots,1.26,10.100000000000001,12.73
Celery,3.07,36.5,112.06
Beets,1.51,2.7,4.08
Green cabbage,0.8,16.400000000000002,13.12
Cucumber,1.07,27.700000000000003,29.64
Watermelon,0.66,34.300000000000004,22.64
Lime,1.06,9.1,9.65
Cucumber,1.07,20.900000000000002,22.36
Apples,1.88,9.600000000000001,18.05
Avocados,3.23,21.8,70.41
Lettuce,1.88,30,56.4
Yellow peppers,2.87,9.9,28.41
Strawberries,4.4,28,123.2
Lemon,1.29,22.900000000000002,29.54
Cucumber,1.07,3.3000000000000003,3.53
Bok choy,1.42,39.400000000000006,55.95
Spinach,4.12,32,131.84
Parsnips,2.27,30.8,69.92
Eggplant,2.32,25.6,59.39
Garlic,1.19,30.8,36.65
Orange,1.09,2.2,2.4
Bok choy,1.42,29.400000000000002,41.75
Carrots,1.26,12.4,15.62
Coconuts,1.18,17.900000000000002,21.12
Avocados,3.23,37.9,122.42
Yellow peppers,2.87,30.1,86.39
Ginger,5.13,11.8,60.53
Grapefruit,0.76,9.200000000000001,6.99
Garlic,1.19,30.200000000000003,35.94
Cucumber,1.07,25,26.75
Coconuts,1.18,34.1,40.24
Eggplant,2.32,5,11.6
Garlic,1.19,31.3,37.25
Green peppers,1.89,19.5,36.86
Garlic,1.19,35.7,42.48
Butternut squash,1.28,20.5,26.24
Ginger,5.13,38.400000000000006,196.99
Strawberries,4.4,4.5,19.8
Orange,1.09,17.7,19.29
Ginger,5.13,16,82.08
Cherries,9.5,34.800000000000004,330.6
Lettuce,1.88,37.2,69.94
Grapefruit,0.76,10.700000000000001,8.13
Butternut squash,1.28,23.5,30.08
Red onion,0.78,1.5,1.17
Lettuce,1.88,17.8,33.46
Cherries,9.5,35,332.5
Corn,1.07,11,11.77
Beets,1.51,28.5,43.04
Lime,1.06,29.400000000000002,31.16
Watermelon,0.66,29.6,19.54
Grapefruit,0.76,14.100000000000001,10.72
Green cabbage,0.8,34.800000000000004,27.84
Eggplant,2.32,4.3,9.98
Tomatoes,3.16,8.1,25.6
Eggplant,2.32,12.3,28.54
Apricots,3.71,1.7000000000000002,6.31
Corn,1.07,15.3,16.37
Daikon,1.4,21.900000000000002,30.66
Apples,1.88,34.6,65.05
Beets,1.51,2,3.02
Kale,5.02,8.3,41.67
Bok choy,1.42,9.700000000000001,13.77
Lettuce,1.88,17.2,32.34
Avocados,3.23,37.300000000000004,120.48
Corn,1.07,14.100000000000001,15.09
Yellow peppers,2.87,13,37.31
Garlic,1.19,33.9,40.34
Lettuce,1.88,27.3,51.32
Orange,1.09,16,17.44
Spinach,4.12,8.9,36.67
Green cabbage,0.8,1.5,1.2
Fava beans,2.69,35.9,96.57
Cucumber,1.07,28.8,30.82
Asparagus,2.49,24,59.76
Apples,1.88,8.3,15.6
Green beans,2.52,14.100000000000001,35.53
Carrots,1.26,5.9,7.43
Eggplant,2.32,31.3,72.62
Garlic,1.19,36.800000000000004,43.79
Garlic,1.19,33.1,39.39
Brussels sprouts,1.65,28.5,47.03
Daikon,1.4,12.600000000000001,17.64
Strawberries,4.4,15.200000000000001,66.88
Garlic,1.19,24.6,29.27
Garlic,1.19,35.800000000000004,42.6
Daikon,1.4,10.100000000000001,14.14
Parsnips,2.27,6.5,14.76
Lime,1.06,38,40.28
Parsnips,2.27,1.9000000000000001,4.31
Okra,2.26,2.2,4.97
Okra,2.26,39.800000000000004,89.95
Cucumber,1.07,15.100000000000001,16.16
Eggplant,2.32,24.1,55.91
Apricots,3.71,13.4,49.71
Okra,2.26,12.5,28.25
Apples,1.88,2.6,4.89
Tomatoes,3.16,12,37.92
Lemon,1.29,11.600000000000001,14.96
Green peppers,1.89,25.3,47.82
Lettuce,1.88,16.1,30.27
Beets,1.51,4.4,6.64
Potatoes,0.86,30.5,26.23
Lettuce,1.88,34,63.92
Lemon,1.29,5.5,7.1
Avocados,3.23,28.700000000000003,92.7
Grapefruit,0.76,9.3,7.07
Grapes,2.63,30.6,80.48
Apricots,3.71,28,103.88
Asparagus,2.49,24.1,60.01
Okra,2.26,39.5,89.27
Corn,1.07,27.6,29.53
Garlic,1.19,39.900000000000006,47.48
Green beans,2.52,34.5,86.94
Corn,1.07,14.3,15.3
Green peppers,1.89,15.4,29.11
Red onion,0.78,18.8,14.66
Brussels sprouts,1.65,6.4,10.56
Fava beans,2.69,35.2,94.69
Kale,5.02,12.100000000000001,60.74
Red onion,0.78,14,10.92
Avocados,3.23,11.700000000000001,37.79
Bok choy,1.42,12,17.04
Celery,3.07,18.400000000000002,56.49
Lime,1.06,12.200000000000001,12.93
Lemon,1.29,37.4,48.25
Strawberries,4.4,5.7,25.08
Cucumber,1.07,14.100000000000001,15.09
Avocados,3.23,21.400000000000002,69.12
Green peppers,1.89,27.5,51.98
Papaya,1.34,9.8,13.13
Avocados,3.23,7.4,23.9
Daikon,1.4,23.5,32.9
Apricots,3.71,23.3,86.44
Lemon,1.29,8.1,10.45
Lime,1.06,12.700000000000001,13.46
Fava beans,2.69,36.4,97.92
Grapes,2.63,28.900000000000002,76.01
Spinach,4.12,37,152.44
Green peppers,1.89,34.6,65.39
Eggplant,2.32,34.7,80.5
Lemon,1.29,35.1,45.28
Kale,5.02,14.3,71.79
Bok choy,1.42,39.800000000000004,56.52
Fava beans,2.69,4.7,12.64
Green beans,2.52,16,40.32
Eggplant,2.32,34.300000000000004,79.58
Avocados,3.23,2.1,6.78
Bok choy,1.42,12.3,17.47
Cherries,9.5,1.9000000000000001,18.05
Brussels sprouts,1.65,33.300000000000004,54.95
Parsnips,2.27,4.5,10.22
Apples,1.88,17.900000000000002,33.65
Parsnips,2.27,13.9,31.55
Tomatoes,3.16,27.6,87.22
Daikon,1.4,22.1,30.94
Butternut squash,1.28,39.7,50.82
Lettuce,1.88,34.800000000000004,65.42
Bananas,0.86,13.100000000000001,11.27
Apples,1.88,9.5,17.86
Green beans,2.52,20.700000000000003,52.16
Grapes,2.63,19,49.97
Celery,3.07,36.9,113.28
Parsnips,2.27,35.4,80.36
Cherries,9.5,25.200000000000003,239.4
Green cabbage,0.8,26.1,20.88
Eggplant,2.32,34,78.88
Kale,5.02,34.5,173.19
Coconuts,1.18,24.8,29.26
Lemon,1.29,1.2000000000000002,1.55
Avocados,3.23,15.4,49.74
Brussels sprouts,1.65,20.5,33.83
Green cabbage,0.8,30.1,24.08
Orange,1.09,4.1000000000000005,4.47
Grapes,2.63,27.900000000000002,73.38
Lettuce,1.88,18.6,34.97
Lime,1.06,17.1,18.13
Brussels sprouts,1.65,7.800000000000001,12.87
Okra,2.26,37.300000000000004,84.3
Beets,1.51,29.8,45
Brussels sprouts,1.65,19.1,31.52
Garlic,1.19,1.3,1.55
Garlic,1.19,15.3,18.21
Coconuts,1.18,14,16.52
Watermelon,0.66,29.400000000000002,19.4
Coconuts,1.18,1.1,1.3
Garlic,1.19,38.900000000000006,46.29
Bok choy,1.42,9.200000000000001,13.06
Green peppers,1.89,23.8,44.98
Carrots,1.26,4.9,6.17
Kale,5.02,26.3,132.03
Apples,1.88,18,33.84
Red onion,0.78,24.6,19.19
Orange,1.09,0.7000000000000001,0.76
Eggplant,2.32,24,55.68
Strawberries,4.4,1.1,4.84
Yellow peppers,2.87,2.2,6.31
Tomatoes,3.16,39.800000000000004,125.77
Tomatoes,3.16,14.100000000000001,44.56
Beets,1.51,27.1,40.92
Grapes,2.63,30.400000000000002,79.95
Lemon,1.29,35.1,45.28
Tomatoes,3.16,15.4,48.66
Brussels sprouts,1.65,18.400000000000002,30.36
Parsnips,2.27,21,47.67
Yellow peppers,2.87,31.700000000000003,90.98
Kale,5.02,2.5,12.55
Lemon,1.29,14.100000000000001,18.19
Red onion,0.78,38.5,30.03
Cherries,9.5,8.8,83.6
Green cabbage,0.8,18.3,14.64
Butternut squash,1.28,29.1,37.25
Apples,1.88,27.1,50.95
Tomatoes,3.16,38.800000000000004,122.61
Okra,2.26,35.800000000000004,80.91
Green beans,2.52,21.6,54.43
Beets,1.51,17.7,26.73
Bok choy,1.42,20.700000000000003,29.39
Green cabbage,0.8,24.900000000000002,19.92
Green cabbage,0.8,6.5,5.2
Parsnips,2.27,21.8,49.49
Potatoes,0.86,31.8,27.35
Green cabbage,0.8,38.5,30.8
Potatoes,0.86,27.400000000000002,23.56
Parsnips,2.27,16.8,38.14
Eggplant,2.32,29.400000000000002,68.21
Apples,1.88,32.5,61.1
Kale,5.02,26.8,134.54
Green cabbage,0.8,3.7,2.96
Carrots,1.26,20.3,25.58
Papaya,1.34,29.900000000000002,40.07
Apples,1.88,13.4,25.19
Eggplant,2.32,1.3,3.02
Okra,2.26,7.6000000000000005,17.18
Parsnips,2.27,22.5,51.08
Beets,1.51,29.3,44.24
Eggplant,2.32,21.5,49.88
Green beans,2.52,28.400000000000002,71.57
Grapefruit,0.76,2.6,1.98
Celery,3.07,29.700000000000003,91.18
Bok choy,1.42,18.8,26.7
Cucumber,1.07,28.400000000000002,30.39
Celery,3.07,18.900000000000002,58.02
Papaya,1.34,31.900000000000002,42.75
Okra,2.26,25.900000000000002,58.53
Orange,1.09,37.7,41.09
Parsnips,2.27,9,20.43
Kale,5.02,31.1,156.12
Tomatoes,3.16,23.8,75.21
Lemon,1.29,17.900000000000002,23.09
Corn,1.07,8.5,9.1
Spinach,4.12,2.8000000000000003,11.54
Butternut squash,1.28,14.3,18.3
Green peppers,1.89,13.8,26.08
Grapefruit,0.76,8,6.08
Butternut squash,1.28,10.5,13.44
Coconuts,1.18,7.2,8.5
Tomatoes,3.16,5.7,18.01
Daikon,1.4,25.5,35.7
Ginger,5.13,21.700000000000003,111.32
Carrots,1.26,20.8,26.21
Carrots,1.26,11.3,14.24
Daikon,1.4,21.1,29.54
Celery,3.07,19.6,60.17
Carrots,1.26,4.9,6.17
Asparagus,2.49,15,37.35
Eggplant,2.32,14.600000000000001,33.87
Red onion,0.78,1.1,0.86
Green beans,2.52,12.700000000000001,32
Cucumber,1.07,18.2,19.47
Butternut squash,1.28,8.4,10.75
Green peppers,1.89,19.6,37.04
Grapefruit,0.76,28.200000000000003,21.43
Spinach,4.12,35,144.2
Papaya,1.34,2,2.68
Cucumber,1.07,34.5,36.92
Bananas,0.86,32.6,28.04
Lemon,1.29,17.5,22.58
Papaya,1.34,15.100000000000001,20.23
Carrots,1.26,26.5,33.39
Apples,1.88,15.8,29.7
Corn,1.07,26,27.82
Coconuts,1.18,32,37.76
Celery,3.07,9.4,28.86
Parsnips,2.27,9.600000000000001,21.79
Tomatoes,3.16,34.5,109.02
Tomatoes,3.16,2.2,6.95
Green cabbage,0.8,29.200000000000003,23.36
Cherries,9.5,9.3,88.35
Kale,5.02,10,50.2
Corn,1.07,30.900000000000002,33.06
Garlic,1.19,31.1,37.01
Avocados,3.23,11.200000000000001,36.18
Watermelon,0.66,17.5,11.55
Green peppers,1.89,15.200000000000001,28.73
Papaya,1.34,6.1000000000000005,8.17
Garlic,1.19,19.8,23.56
Yellow peppers,2.87,12.5,35.88
Kale,5.02,19.8,99.4
Ginger,5.13,15.200000000000001,77.98
Green peppers,1.89,24.400000000000002,46.12
Brussels sprouts,1.65,28.700000000000003,47.36
Parsnips,2.27,26.3,59.7
Bananas,0.86,4.5,3.87
Okra,2.26,25.3,57.18
Beets,1.51,15.8,23.86
Celery,3.07,17.5,53.73
Green beans,2.52,19,47.88
Papaya,1.34,9.600000000000001,12.86
Lime,1.06,14.3,15.16
Celery,3.07,22,67.54
Fava beans,2.69,14.9,40.08
Green beans,2.52,17.6,44.35
Beets,1.51,32.5,49.08
Red onion,0.78,34.6,26.99
Green peppers,1.89,21.400000000000002,40.45
Grapefruit,0.76,31.1,23.64
Celery,3.07,20,61.4
Lemon,1.29,24.400000000000002,31.48
Butternut squash,1.28,12.600000000000001,16.13
Lettuce,1.88,17.7,33.28
Potatoes,0.86,22,18.92
Kale,5.02,12.9,64.76
Lemon,1.29,5.4,6.97
Fava beans,2.69,39.2,105.45
Potatoes,0.86,22,18.92
Bananas,0.86,35,30.1
Green cabbage,0.8,11.700000000000001,9.36
Potatoes,0.86,20.3,17.46
Garlic,1.19,10.4,12.38
Lime,1.06,30.6,32.44
Watermelon,0.66,21.1,13.93
Lime,1.06,17.2,18.23
Bok choy,1.42,33.7,47.85
Asparagus,2.49,35,87.15
Yellow peppers,2.87,23.5,67.45
Garlic,1.19,5.300000000000001,6.31
Garlic,1.19,28.8,34.27
Papaya,1.34,16.6,22.24
Lettuce,1.88,2.7,5.08
Bok choy,1.42,37.2,52.82
Potatoes,0.86,36.300000000000004,31.22
Cherries,9.5,21.900000000000002,208.05
Garlic,1.19,20.200000000000003,24.04
Green beans,2.52,4.4,11.09
Cucumber,1.07,19.200000000000003,20.54
Bananas,0.86,14.4,12.38
Brussels sprouts,1.65,22.3,36.8
Beets,1.51,0.9,1.36
Green beans,2.52,7.800000000000001,19.66
Eggplant,2.32,21.1,48.95
Lime,1.06,24.200000000000003,25.65
Beets,1.51,8.6,12.99
Orange,1.09,26.400000000000002,28.78
Asparagus,2.49,27.400000000000002,68.23
Celery,3.07,29.200000000000003,89.64
Kale,5.02,18,90.36
Corn,1.07,2.6,2.78
Lemon,1.29,30.1,38.83
Orange,1.09,12.100000000000001,13.19
Asparagus,2.49,2.7,6.72
Garlic,1.19,23.6,28.08
Lettuce,1.88,21.5,40.42
Avocados,3.23,9.4,30.36
Daikon,1.4,33,46.2
Bok choy,1.42,29.6,42.03
Green beans,2.52,34.9,87.95
Fava beans,2.69,18.2,48.96
Grapes,2.63,26.8,70.48
Parsnips,2.27,33.9,76.95
Potatoes,0.86,1.8,1.55
Corn,1.07,34.4,36.81
Yellow peppers,2.87,6.9,19.8
Avocados,3.23,2.1,6.78
Yellow peppers,2.87,22.3,64
Asparagus,2.49,37.300000000000004,92.88
Watermelon,0.66,33.5,22.11
Kale,5.02,34.6,173.69
Okra,2.26,34.800000000000004,78.65
Strawberries,4.4,10.4,45.76
Avocados,3.23,7.9,25.52
Green cabbage,0.8,3.5,2.8
Fava beans,2.69,27.200000000000003,73.17
Fava beans,2.69,19.400000000000002,52.19
Butternut squash,1.28,39.7,50.82
Strawberries,4.4,22.900000000000002,100.76
Celery,3.07,39.400000000000006,120.96
Strawberries,4.4,11.700000000000001,51.48
Ginger,5.13,25.8,132.35
Grapefruit,0.76,33.1,25.16
Apricots,3.71,1.4000000000000001,5.19
Green cabbage,0.8,25.700000000000003,20.56
Coconuts,1.18,26,30.68
Red onion,0.78,26.6,20.75
Kale,5.02,26,130.52
Okra,2.26,36.9,83.39
Green beans,2.52,22.200000000000003,55.94
Ginger,5.13,36.5,187.25
Yellow peppers,2.87,32.4,92.99
Bananas,0.86,16.3,14.02
Tomatoes,3.16,21.6,68.26
Lettuce,1.88,14.5,27.26
Beets,1.51,38.6,58.29
Cucumber,1.07,20.200000000000003,21.61
Potatoes,0.86,38.5,33.11
Brussels sprouts,1.65,37.1,61.22
Kale,5.02,30.200000000000003,151.6
Butternut squash,1.28,9,11.52
Yellow peppers,2.87,32.300000000000004,92.7
Cucumber,1.07,14.600000000000001,15.62
Apricots,3.71,29.3,108.7
Cherries,9.5,21.200000000000003,201.4
Green beans,2.52,2.2,5.54
Papaya,1.34,14.100000000000001,18.89
Grapes,2.63,35.7,93.89
Corn,1.07,35.2,37.66
Kale,5.02,26.900000000000002,135.04
Carrots,1.26,15,18.9
Green cabbage,0.8,7.6000000000000005,6.08
Eggplant,2.32,12.600000000000001,29.23
Yellow peppers,2.87,25.900000000000002,74.33
Red onion,0.78,11.9,9.28
Celery,3.07,24.5,75.22
Bok choy,1.42,14.200000000000001,20.16
Tomatoes,3.16,12.3,38.87
Carrots,1.26,32.800000000000004,41.33
Daikon,1.4,36.2,50.68
Spinach,4.12,13.3,54.8
Cucumber,1.07,23.6,25.25
Corn,1.07,24,25.68
Strawberries,4.4,15.200000000000001,66.88
Asparagus,2.49,29.1,72.46
Apricots,3.71,8,29.68
Apricots,3.71,2.2,8.16
Tomatoes,3.16,34.6,109.34
Celery,3.07,8.200000000000001,25.17
Kale,5.02,9.600000000000001,48.19
Bananas,0.86,0.7000000000000001,0.6
Apples,1.88,21.400000000000002,40.23
Butternut squash,1.28,5.6000000000000005,7.17
Brussels sprouts,1.65,4.2,6.93
Potatoes,0.86,9.8,8.43
Green peppers,1.89,20.1,37.99
Lemon,1.29,11.200000000000001,14.45
Grapefruit,0.76,5.300000000000001,4.03
Strawberries,4.4,39.6,174.24
Butternut squash,1.28,24.200000000000003,30.98
Grapes,2.63,26.6,69.96
Lettuce,1.88,5.1000000000000005,9.59
Parsnips,2.27,11,24.97
Avocados,3.23,1.2000000000000002,3.88
Okra,2.26,33.4,75.48
Strawberries,4.4,31.1,136.84
Lime,1.06,4.2,4.45
Green beans,2.52,32.6,82.15
Green beans,2.52,28.3,71.32
Lime,1.06,30.6,32.44
Butternut squash,1.28,7,8.96
Grapefruit,0.76,37.1,28.2
Carrots,1.26,24.3,30.62
Green peppers,1.89,18.6,35.15
Fava beans,2.69,13.600000000000001,36.58
Bananas,0.86,22.6,19.44
Red onion,0.78,27.900000000000002,21.76
Green beans,2.52,25.5,64.26
Asparagus,2.49,9.5,23.66
Eggplant,2.32,25.3,58.7
Lettuce,1.88,0.6000000000000001,1.13
Apples,1.88,34.6,65.05
Lemon,1.29,15.600000000000001,20.12
Bok choy,1.42,36.4,51.69
Celery,3.07,32,98.24
Butternut squash,1.28,8.700000000000001,11.14
Asparagus,2.49,22.5,56.03
Apples,1.88,21.3,40.04
Ginger,5.13,21.1,108.24
Lettuce,1.88,22.400000000000002,42.11
Watermelon,0.66,6,3.96
Kale,5.02,14.200000000000001,71.28
Brussels sprouts,1.65,25.900000000000002,42.74
Ginger,5.13,27.5,141.08
Red onion,0.78,17.1,13.34
Green peppers,1.89,25.700000000000003,48.57
Beets,1.51,32.1,48.47
Papaya,1.34,9,12.06
Parsnips,2.27,38.400000000000006,87.17
Watermelon,0.66,11.200000000000001,7.39
Daikon,1.4,8.9,12.46
Ginger,5.13,33.300000000000004,170.83
Ginger,5.13,26.8,137.48
Corn,1.07,7.1000000000000005,7.6
Apples,1.88,20.1,37.79
Avocados,3.23,31.3,101.1
Asparagus,2.49,18.2,45.32
Kale,5.02,17.2,86.34
Grapes,2.63,18.3,48.13
Green cabbage,0.8,35.1,28.08
Watermelon,0.66,18.7,12.34
Lemon,1.29,30.6,39.47
Lettuce,1.88,13.600000000000001,25.57
Spinach,4.12,20.900000000000002,86.11
Grapefruit,0.76,9.700000000000001,7.37
Potatoes,0.86,27.3,23.48
Orange,1.09,2.4000000000000004,2.62
Brussels sprouts,1.65,6.300000000000001,10.4
Avocados,3.23,36,116.28
Corn,1.07,15.700000000000001,16.8
Carrots,1.26,23.5,29.61
Cherries,9.5,15.9,151.05
Ginger,5.13,12.5,64.13
Lemon,1.29,35.6,45.92
Cucumber,1.07,3.5,3.75
Eggplant,2.32,27,62.64
Bok choy,1.42,4.2,5.96
Avocados,3.23,5,16.15
Celery,3.07,30.900000000000002,94.86
Garlic,1.19,1.3,1.55
Grapefruit,0.76,22.6,17.18
Lettuce,1.88,6.5,12.22
Bananas,0.86,32.6,28.04
Fava beans,2.69,25.3,68.06
Papaya,1.34,21.200000000000003,28.41
Beets,1.51,1.5,2.27
Red onion,0.78,30.700000000000003,23.95
Lettuce,1.88,6,11.28
Celery,3.07,10.5,32.24
Bananas,0.86,36.2,31.13
Butternut squash,1.28,32.7,41.86
Parsnips,2.27,26.5,60.16
Spinach,4.12,30.8,126.9
Spinach,4.12,0.9,3.71
Corn,1.07,29.5,31.57
Cucumber,1.07,3,3.21
Green cabbage,0.8,30,24
Celery,3.07,12.3,37.76
Green beans,2.52,21.400000000000002,53.93
Papaya,1.34,34.300000000000004,45.96
Papaya,1.34,26.1,34.97
Apples,1.88,6.9,12.97
Orange,1.09,32.5,35.43
Potatoes,0.86,20.400000000000002,17.54
Beets,1.51,32.800000000000004,49.53
Lemon,1.29,5.5,7.1
Green peppers,1.89,14.9,28.16
Papaya,1.34,17.6,23.58
Okra,2.26,32.6,73.68
Lettuce,1.88,15.9,29.89
Brussels sprouts,1.65,24.6,40.59
Carrots,1.26,12.700000000000001,16
Daikon,1.4,29.5,41.3
Lemon,1.29,21.900000000000002,28.25
Watermelon,0.66,12.4,8.18
Strawberries,4.4,4,17.6
Asparagus,2.49,6.9,17.18
Okra,2.26,21.3,48.14
Bananas,0.86,21.1,18.15
Bananas,0.86,20.6,17.72
Watermelon,0.66,21.1,13.93
Corn,1.07,24.900000000000002,26.64
Tomatoes,3.16,19.6,61.94
Garlic,1.19,4.1000000000000005,4.88
Green peppers,1.89,30.1,56.89
Brussels sprouts,1.65,34.1,56.27
Green cabbage,0.8,25.5,20.4
Spinach,4.12,26,107.12
Lemon,1.29,26.3,33.93
Spinach,4.12,34.5,142.14
Asparagus,2.49,32.6,81.17
Garlic,1.19,5.300000000000001,6.31
Lettuce,1.88,10.9,20.49
Bok choy,1.42,32.300000000000004,45.87
Okra,2.26,31.8,71.87
Eggplant,2.32,29.900000000000002,69.37
Grapefruit,0.76,21.3,16.19
Green peppers,1.89,12.4,23.44
Corn,1.07,35.800000000000004,38.31
Eggplant,2.32,5.7,13.22
Daikon,1.4,4,5.6
Okra,2.26,1.1,2.49
Green peppers,1.89,0.9,1.7
Lime,1.06,39.300000000000004,41.66
Eggplant,2.32,23.8,55.22
Lemon,1.29,23.5,30.32
Eggplant,2.32,11.700000000000001,27.14
Parsnips,2.27,15,34.05
Green cabbage,0.8,25.5,20.4
Green peppers,1.89,14.3,27.03
Green peppers,1.89,17.7,33.45
Ginger,5.13,2,10.26
Corn,1.07,32.9,35.2
Ginger,5.13,4,20.52
Coconuts,1.18,34.1,40.24
Apricots,3.71,34.300000000000004,127.25
Apricots,3.71,12.100000000000001,44.89
Avocados,3.23,5.800000000000001,18.73
Eggplant,2.32,17.1,39.67
Garlic,1.19,2.8000000000000003,3.33
Daikon,1.4,10.8,15.12
Eggplant,2.32,12.8,29.7
Lemon,1.29,14.3,18.45
Orange,1.09,23.1,25.18
Ginger,5.13,31.5,161.6
Lime,1.06,11.8,12.51
Avocados,3.23,27.200000000000003,87.86
Butternut squash,1.28,28.900000000000002,36.99
Okra,2.26,16.2,36.61
Papaya,1.34,35.5,47.57
Butternut squash,1.28,11.8,15.1
Bananas,0.86,9.5,8.17
Papaya,1.34,32.1,43.01
Okra,2.26,29.3,66.22
Daikon,1.4,32.1,44.94
Watermelon,0.66,37.1,24.49
Watermelon,0.66,12.9,8.51
Butternut squash,1.28,27.3,34.94
Potatoes,0.86,31.900000000000002,27.43
Green peppers,1.89,23.8,44.98
Green peppers,1.89,14.700000000000001,27.78
Butternut squash,1.28,5.4,6.91
Grapes,2.63,26.400000000000002,69.43
Daikon,1.4,29.8,41.72
Apricots,3.71,23,85.33
Ginger,5.13,12,61.56
Tomatoes,3.16,33.7,106.49
Papaya,1.34,17.400000000000002,23.32
Bananas,0.86,36,30.96
Apples,1.88,7.800000000000001,14.66
Yellow peppers,2.87,5.5,15.79
Papaya,1.34,28.6,38.32
Celery,3.07,26.700000000000003,81.97
Celery,3.07,38.900000000000006,119.42
Cherries,9.5,12.600000000000001,119.7
Corn,1.07,13.700000000000001,14.66
Cucumber,1.07,22.1,23.65
Celery,3.07,18,55.26
Papaya,1.34,37.1,49.71
Orange,1.09,20.400000000000002,22.24
Bananas,0.86,8.1,6.97
Yellow peppers,2.87,25.3,72.61
Lemon,1.29,5.5,7.1
Asparagus,2.49,4.9,12.2
Garlic,1.19,2.9000000000000004,3.45
Carrots,1.26,23.5,29.61
Strawberries,4.4,29,127.6
Red onion,0.78,22.6,17.63
Yellow peppers,2.87,11.600000000000001,33.29
